CpG,gene,region,feature
cg08836481,LARP4B,body,LARP4B__body
cg08836619,C5orf32,promoter,C5orf32__promoter
cg08836861,NQO1,body,NQO1__body
cg08836954,SQSTM1,promoter,SQSTM1__promoter
cg08837037,C22orf27,promoter,C22orf27__promoter
cg08837215,UBE2O,body,UBE2O__body
cg08837308,GALC,promoter,GALC__promoter
cg08837344,ABRA,promoter,ABRA__promoter
cg08837462,FZD1,promoter,FZD1__promoter
cg08837587,UBXN8,promoter,UBXN8__promoter
cg08837858,DEDD2,body,DEDD2__body
cg08837884,LRG1,promoter,LRG1__promoter
cg08838096,SPG7,body,SPG7__body
cg08838136,PRR3,promoter,PRR3__promoter
cg08838260,ELF2,body,ELF2__body
cg08838610,RPAIN,promoter,RPAIN__promoter
cg08838784,ZNF624,promoter,ZNF624__promoter
cg08838842,PHLDB2,promoter,PHLDB2__promoter
cg08839081,PRKG1,promoter,PRKG1__promoter
cg08839210,RAB34,promoter,RAB34__promoter
cg08839267,TMEM108,promoter,TMEM108__promoter
cg08839272,KBTBD5,body,KBTBD5__body
cg08839374,ATP6V0A1,body,ATP6V0A1__body
cg08839451,BRI3BP,body,BRI3BP__body
cg08839546,RNF213,body,RNF213__body
cg08839620,POLD3,body,POLD3__body
cg08839770,PDLIM5,promoter,PDLIM5__promoter
cg08839913,SPG11,promoter,SPG11__promoter
cg08840010,TNFRSF9,promoter,TNFRSF9__promoter
cg08840018,SHC2,body,SHC2__body
cg08840230,CYP4F22,promoter,CYP4F22__promoter
cg08840280,POLS,body,POLS__body
cg08840441,GMIP,body,GMIP__body
cg08840496,CENPM,body,CENPM__body
cg08840687,MIR198,promoter,MIR198__promoter
cg08840913,ATAD2B,body,ATAD2B__body
cg08841167,OLFML2B,promoter,OLFML2B__promoter
cg08841257,MSRA,body,MSRA__body
cg08841425,NCRNA00081,promoter,NCRNA00081__promoter
cg08841511,FAM190B,body,FAM190B__body
cg08841829,ABCG1,promoter,ABCG1__promoter
cg08841889,SSR3,body,SSR3__body
cg08841910,GLYCTK,promoter,GLYCTK__promoter
cg08842032,EPN3,promoter,EPN3__promoter
cg08842062,FLJ45079,body,FLJ45079__body
cg08842508,PABPC1P2,body,PABPC1P2__body
cg08842616,VAC14,body,VAC14__body
cg08842907,BSCL2,body,BSCL2__body
cg08843001,WRN,promoter,WRN__promoter
cg08843031,MED15,body,MED15__body
cg08843134,DCI,promoter,DCI__promoter
cg08843248,CBFA2T3,body,CBFA2T3__body
cg08843279,NRIP1,promoter,NRIP1__promoter
cg08843298,CCDC148,promoter,CCDC148__promoter
cg08843492,IFITM2,promoter,IFITM2__promoter
cg08843513,TMEM43,promoter,TMEM43__promoter
cg08843517,CYBA,promoter,CYBA__promoter
cg08843537,C1orf170,body,C1orf170__body
cg08843538,MAP2,promoter,MAP2__promoter
cg08843660,RPP21,promoter,RPP21__promoter
cg08843809,FBXO39,promoter,FBXO39__promoter
cg08843859,C1orf21,body,C1orf21__body
cg08843902,VAC14,body,VAC14__body
cg08844035,SLC26A6,promoter,SLC26A6__promoter
cg08844137,ACBD6,promoter,ACBD6__promoter
cg08844169,TMEM39A,body,TMEM39A__body
cg08844365,LAMA4,promoter,LAMA4__promoter
cg08844387,TTLL10,promoter,TTLL10__promoter
cg08844390,ZBTB17,promoter,ZBTB17__promoter
cg08844501,KLK14,body,KLK14__body
cg08844770,EEF2,promoter,EEF2__promoter
cg08844849,SIGLEC10,promoter,SIGLEC10__promoter
cg08844894,TNFRSF1B,promoter,TNFRSF1B__promoter
cg08844900,PLXND1,promoter,PLXND1__promoter
cg08844966,IGSF21,body,IGSF21__body
cg08844988,TNRC6A,promoter,TNRC6A__promoter
cg08845028,CCKAR,promoter,CCKAR__promoter
cg08845042,VPRBP,body,VPRBP__body
cg08845123,KANK4,promoter,KANK4__promoter
cg08845291,EML2,promoter,EML2__promoter
cg08845329,B3GNTL1,body,B3GNTL1__body
cg08845439,TUFT1,body,TUFT1__body
cg08845486,KIAA0895L,promoter,KIAA0895L__promoter
cg08845510,CLSTN1,promoter,CLSTN1__promoter
cg08845721,NR3C1,promoter,NR3C1__promoter
cg08845722,PRKCE,body,PRKCE__body
cg08845730,ROBO2,promoter,ROBO2__promoter
cg08846221,PEX14,body,PEX14__body
cg08846245,SLC39A7,promoter,SLC39A7__promoter
cg08846327,TRIO,body,TRIO__body
cg08846333,EHMT2,body,EHMT2__body
cg08846467,IFT140,body,IFT140__body
cg08846558,CBFA2T3,body,CBFA2T3__body
cg08846783,ZNF167,promoter,ZNF167__promoter
cg08846852,USP4,promoter,USP4__promoter
cg08846870,RASAL3,body,RASAL3__body
cg08847038,THNSL1,promoter,THNSL1__promoter
cg08847132,CPEB4,promoter,CPEB4__promoter
cg08847140,HFE2,body,HFE2__body
cg08847173,NKAIN1,body,NKAIN1__body
cg08847296,FDPS,promoter,FDPS__promoter
cg08847300,RGS12,body,RGS12__body
cg08847724,LRP6,promoter,LRP6__promoter
cg08847737,BIRC3,body,BIRC3__body
cg08847919,TPCN2,body,TPCN2__body
cg08847991,TAOK1,promoter,TAOK1__promoter
cg08848140,LHX6,body,LHX6__body
cg08848172,SKAP2,promoter,SKAP2__promoter
cg08848324,SP3,promoter,SP3__promoter
cg08848462,NOS1AP,body,NOS1AP__body
cg08848598,EHMT2,body,EHMT2__body
cg08848643,NOD2,body,NOD2__body
cg08848753,SLC26A1,body,SLC26A1__body
cg08848865,ACOT7,body,ACOT7__body
cg08848903,TGFBR3,promoter,TGFBR3__promoter
cg08848958,BAIAP3,promoter,BAIAP3__promoter
cg08849049,GMNN,promoter,GMNN__promoter
cg08849095,MIR23B,promoter,MIR23B__promoter
cg08849126,GPRC5A,promoter,GPRC5A__promoter
cg08849150,FAM162B,promoter,FAM162B__promoter
cg08849330,BRP44L,promoter,BRP44L__promoter
cg08849509,SBF2,body,SBF2__body
cg08849542,MYRIP,body,MYRIP__body
cg08849558,FBXL7,body,FBXL7__body
cg08849574,ZNF134,promoter,ZNF134__promoter
cg08849613,PUM1,body,PUM1__body
cg08849717,ZNF19,promoter,ZNF19__promoter
cg08849938,ZNF460,promoter,ZNF460__promoter
cg08850169,NDUFS2,promoter,NDUFS2__promoter
cg08850243,TRIM26,promoter,TRIM26__promoter
cg08850264,OR4B1,promoter,OR4B1__promoter
cg08850274,WDR77,promoter,WDR77__promoter
cg08850289,NR2C2AP,promoter,NR2C2AP__promoter
cg08850369,STAC,promoter,STAC__promoter
cg08850388,BBS9,body,BBS9__body
cg08850509,COL6A6,body,COL6A6__body
cg08850675,DAGLB,body,DAGLB__body
cg08850721,C3orf20,promoter,C3orf20__promoter
cg08850729,FGGY,body,FGGY__body
cg08851591,C19orf61,promoter,C19orf61__promoter
cg08851723,KCTD14,body,KCTD14__body
cg08851782,CAND2,body,CAND2__body
cg08851837,CCDC102A,body,CCDC102A__body
cg08851840,TCF7L2,promoter,TCF7L2__promoter
cg08851943,C6orf64,promoter,C6orf64__promoter
cg08852033,OSTC,promoter,OSTC__promoter
cg08852073,RPL23AP53,body,RPL23AP53__body
cg08852149,SHD,body,SHD__body
cg08852641,CYP2B6,body,CYP2B6__body
cg08852660,RBM33,body,RBM33__body
cg08852759,RASGRP3,promoter,RASGRP3__promoter
cg08852765,SYNGAP1,body,SYNGAP1__body
cg08852879,TMC8,body,TMC8__body
cg08852911,TP73,body,TP73__body
cg08852963,DRD3,body,DRD3__body
cg08852968,WNT5A,body,WNT5A__body
cg08852989,NDEL1,promoter,NDEL1__promoter
cg08853103,C17orf70,body,C17orf70__body
cg08853318,SLC39A11,promoter,SLC39A11__promoter
cg08853359,ARHGDIG,body,ARHGDIG__body
cg08853419,TMEM59L,promoter,TMEM59L__promoter
cg08853494,RCHY1,promoter,RCHY1__promoter
cg08853539,SDF2L1,promoter,SDF2L1__promoter
cg08853571,SRFBP1,body,SRFBP1__body
cg08853659,CLSTN2,promoter,CLSTN2__promoter
cg08854008,C1orf200,promoter,C1orf200__promoter
cg08854128,SH3PXD2B,promoter,SH3PXD2B__promoter
cg08854185,DBNDD1,promoter,DBNDD1__promoter
cg08854266,C6orf124,body,C6orf124__body
cg08854306,FAM190A,promoter,FAM190A__promoter
cg08854511,UBP1,promoter,UBP1__promoter
cg08854560,PICK1,promoter,PICK1__promoter
cg08854582,PLK3,promoter,PLK3__promoter
cg08854799,FAM83E,body,FAM83E__body
cg08854834,C21orf7,body,C21orf7__body
cg08855249,MIR29C,promoter,MIR29C__promoter
cg08855288,NKAIN3,promoter,NKAIN3__promoter
cg08855361,SLC38A7,promoter,SLC38A7__promoter
cg08855449,ZIC1,promoter,ZIC1__promoter
cg08855504,SPATA18,body,SPATA18__body
cg08855568,PTPRG,promoter,PTPRG__promoter
cg08855630,FAM19A4,promoter,FAM19A4__promoter
cg08855671,LOC440335,body,LOC440335__body
cg08855705,PDP1,body,PDP1__body
cg08855729,H2AFJ,promoter,H2AFJ__promoter
cg08855742,PROM1,promoter,PROM1__promoter
cg08855861,TXNDC12,promoter,TXNDC12__promoter
cg08855903,TSC2,body,TSC2__body
cg08856118,ANKRD26,promoter,ANKRD26__promoter
cg08856163,MYO10,promoter,MYO10__promoter
cg08856268,RPRD2,body,RPRD2__body
cg08856333,DNAH17,body,DNAH17__body
cg08856347,FAM150B,promoter,FAM150B__promoter
cg08856529,KCNK9,body,KCNK9__body
cg08856601,DNAJC6,promoter,DNAJC6__promoter
cg08856697,DCAF7,promoter,DCAF7__promoter
cg08856772,SLC25A12,promoter,SLC25A12__promoter
cg08856841,TSNARE1,body,TSNARE1__body
cg08856920,ADAT2,promoter,ADAT2__promoter
cg08856941,AS3MT,promoter,AS3MT__promoter
cg08857063,TFAP2B,body,TFAP2B__body
cg08857108,BEND7,body,BEND7__body
cg08857144,ADD2,promoter,ADD2__promoter
cg08857201,RFX7,promoter,RFX7__promoter
cg08857221,ZC3H12A,body,ZC3H12A__body
cg08857308,NCLN,promoter,NCLN__promoter
cg08857324,TRADD,promoter,TRADD__promoter
cg08857478,JMJD6,promoter,JMJD6__promoter
cg08857677,PTPRS,promoter,PTPRS__promoter
cg08857713,C3orf26,promoter,C3orf26__promoter
cg08857729,TCTEX1D1,promoter,TCTEX1D1__promoter
cg08857797,VPS25,body,VPS25__body
cg08857839,CLEC4C,promoter,CLEC4C__promoter
cg08857906,PPP1R8,promoter,PPP1R8__promoter
cg08858220,CPNE5,body,CPNE5__body
cg08858245,SH3BP4,promoter,SH3BP4__promoter
cg08858295,OTUD7B,promoter,OTUD7B__promoter
cg08858437,CHST2,promoter,CHST2__promoter
cg08858466,SFMBT2,body,SFMBT2__body
cg08858540,AHRR,body,AHRR__body
cg08858649,TRIM15,body,TRIM15__body
cg08858669,SDR42E1,promoter,SDR42E1__promoter
cg08858723,ZHX2,promoter,ZHX2__promoter
cg08858751,ZNF599,promoter,ZNF599__promoter
cg08858926,ZFHX3,body,ZFHX3__body
cg08859095,LOC100128071,promoter,LOC100128071__promoter
cg08859138,ANKRD31,promoter,ANKRD31__promoter
cg08859190,RFX4,body,RFX4__body
cg08859206,SCP2,promoter,SCP2__promoter
cg08859215,FAM20A,body,FAM20A__body
cg08859278,ZAP70,promoter,ZAP70__promoter
cg08859309,LOC100188949,promoter,LOC100188949__promoter
cg08859635,NHSL1,body,NHSL1__body
cg08859698,EPHB2,body,EPHB2__body
cg08859912,ABHD13,promoter,ABHD13__promoter
cg08860136,DLG4,body,DLG4__body
cg08860190,C3,body,C3__body
cg08860287,SLC7A5,body,SLC7A5__body
cg08860622,NMT1,body,NMT1__body
cg08860953,METTL13,promoter,METTL13__promoter
cg08861091,LIM2,promoter,LIM2__promoter
cg08861115,IL1F9,promoter,IL1F9__promoter
cg08861127,CD82,promoter,CD82__promoter
cg08861270,PIP5K1C,promoter,PIP5K1C__promoter
cg08861404,SIGLECP3,promoter,SIGLECP3__promoter
cg08861456,OR2L13,promoter,OR2L13__promoter
cg08861541,KCNQ1,body,KCNQ1__body
cg08861569,ASL,promoter,ASL__promoter
cg08861722,ONECUT3,promoter,ONECUT3__promoter
cg08861826,LDHA,promoter,LDHA__promoter
cg08861844,PTCHD2,promoter,PTCHD2__promoter
cg08862148,GABBR1,promoter,GABBR1__promoter
cg08862162,TAT,promoter,TAT__promoter
cg08862291,ACVR1,body,ACVR1__body
cg08862394,TCERG1L,body,TCERG1L__body
cg08862452,PUF60,body,PUF60__body
cg08862479,COL23A1,body,COL23A1__body
cg08862564,CREB1,promoter,CREB1__promoter
cg08862778,MTOR,promoter,MTOR__promoter
cg08862890,DOCK2,body,DOCK2__body
cg08863440,GAD1,body,GAD1__body
cg08863775,ABCC1,body,ABCC1__body
cg08863777,FUT4,promoter,FUT4__promoter
cg08863830,SKI,body,SKI__body
cg08863844,MRC2,promoter,MRC2__promoter
cg08863848,HOXA11AS,promoter,HOXA11AS__promoter
cg08863939,TLK1,promoter,TLK1__promoter
cg08864035,HIPK1,promoter,HIPK1__promoter
cg08864037,DUS2L,body,DUS2L__body
cg08864042,DCTN1,promoter,DCTN1__promoter
cg08864083,LOXL2,body,LOXL2__body
cg08864105,DENND2D,promoter,DENND2D__promoter
cg08864240,MOCS1,promoter,MOCS1__promoter
cg08864245,SYNGAP1,body,SYNGAP1__body
cg08864283,C16orf11,promoter,C16orf11__promoter
cg08864318,PLOD1,body,PLOD1__body
cg08864819,DCPS,body,DCPS__body
cg08864829,SNORA2A,promoter,SNORA2A__promoter
cg08864904,PKIA,promoter,PKIA__promoter
cg08865097,MCM9,promoter,MCM9__promoter
cg08865099,EVX1,promoter,EVX1__promoter
cg08865350,C2CD4C,promoter,C2CD4C__promoter
cg08865423,CRTC2,promoter,CRTC2__promoter
cg08865522,RASAL1,promoter,RASAL1__promoter
cg08865625,HLF,body,HLF__body
cg08865640,ANKMY1,body,ANKMY1__body
cg08866129,HPR,promoter,HPR__promoter
cg08866144,MICA,body,MICA__body
cg08866402,PFKL,promoter,PFKL__promoter
cg08866589,KIAA0141,promoter,KIAA0141__promoter
cg08866634,RNF44,promoter,RNF44__promoter
cg08866639,STARD3,promoter,STARD3__promoter
cg08866695,ACACB,body,ACACB__body
cg08866753,PABPC4,promoter,PABPC4__promoter
cg08866780,APP,promoter,APP__promoter
cg08866794,C6orf132,body,C6orf132__body
cg08866814,ANKRD11,body,ANKRD11__body
cg08866865,SPATS2L,promoter,SPATS2L__promoter
cg08867155,MTERFD1,promoter,MTERFD1__promoter
cg08867249,PHC1,promoter,PHC1__promoter
cg08867254,MRPL17,promoter,MRPL17__promoter
cg08867390,STK32C,body,STK32C__body
cg08867399,HS6ST1,promoter,HS6ST1__promoter
cg08867413,PITX2,promoter,PITX2__promoter
cg08867439,TAF15,promoter,TAF15__promoter
cg08867452,C12orf75,promoter,C12orf75__promoter
cg08867629,CCBL2,promoter,CCBL2__promoter
cg08867767,GJA9,promoter,GJA9__promoter
cg08867893,ZNF365,promoter,ZNF365__promoter
cg08867933,MIR1179,promoter,MIR1179__promoter
cg08868202,ZNF362,body,ZNF362__body
cg08868601,MORN1,body,MORN1__body
cg08868736,LSM14A,promoter,LSM14A__promoter
cg08868793,G3BP1,promoter,G3BP1__promoter
cg08868930,HEXB,promoter,HEXB__promoter
cg08869031,AP3S2,body,AP3S2__body
cg08869118,MLXIP,body,MLXIP__body
cg08869160,MICAL1,body,MICAL1__body
cg08869244,NDUFV1,promoter,NDUFV1__promoter
cg08869273,SIGIRR,promoter,SIGIRR__promoter
cg08869376,EIF3G,body,EIF3G__body
cg08869383,CLCN6,promoter,CLCN6__promoter
cg08869547,KIF7,promoter,KIF7__promoter
cg08869573,CCDC65,promoter,CCDC65__promoter
cg08869700,RFX5,body,RFX5__body
cg08869831,RPAP2,promoter,RPAP2__promoter
cg08869857,TXNRD1,promoter,TXNRD1__promoter
cg08869883,SILV,body,SILV__body
cg08869955,PTPN3,promoter,PTPN3__promoter
cg08870042,TMED7-TICAM2,promoter,TMED7-TICAM2__promoter
cg08870139,PLXNA1,promoter,PLXNA1__promoter
cg08870143,NLGN2,body,NLGN2__body
cg08870281,PTGFRN,body,PTGFRN__body
cg08870433,ZNF57,promoter,ZNF57__promoter
cg08870588,C17orf80,body,C17orf80__body
cg08870743,OLIG2,promoter,OLIG2__promoter
cg08870757,ALOX12,body,ALOX12__body
cg08870893,C8orf85,promoter,C8orf85__promoter
cg08870933,ATXN1L,promoter,ATXN1L__promoter
cg08871011,PPL,body,PPL__body
cg08871016,HSF2BP,promoter,HSF2BP__promoter
cg08871189,COMMD9,promoter,COMMD9__promoter
cg08871239,MRPS5,promoter,MRPS5__promoter
cg08871354,GINS2,promoter,GINS2__promoter
cg08871383,EPAS1,promoter,EPAS1__promoter
cg08871467,MRPL50,promoter,MRPL50__promoter
cg08871608,CNTD2,body,CNTD2__body
cg08871609,HERC3,promoter,HERC3__promoter
cg08871711,COL6A3,body,COL6A3__body
cg08871809,TPM1,promoter,TPM1__promoter
cg08871855,FOXI3,promoter,FOXI3__promoter
cg08871917,GATAD1,promoter,GATAD1__promoter
cg08871964,SPTBN4,body,SPTBN4__body
cg08872013,OPCML,body,OPCML__body
cg08872085,HSPA4L,body,HSPA4L__body
cg08872248,TSC2,body,TSC2__body
cg08872461,ZNF574,promoter,ZNF574__promoter
cg08872483,FAM120AOS,promoter,FAM120AOS__promoter
cg08872493,HTR1D,promoter,HTR1D__promoter
cg08872494,DCLRE1B,promoter,DCLRE1B__promoter
cg08872550,CA2,promoter,CA2__promoter
cg08872579,TTC22,body,TTC22__body
cg08872590,LRRC24,body,LRRC24__body
cg08872703,MYBPHL,promoter,MYBPHL__promoter
cg08872713,MT1X,promoter,MT1X__promoter
cg08872721,FAM116B,body,FAM116B__body
cg08872722,PKP1,promoter,PKP1__promoter
cg08872742,CDH5,promoter,CDH5__promoter
cg08872781,TSPAN9,body,TSPAN9__body
cg08872933,SCAMP3,body,SCAMP3__body
cg08872937,NKIRAS1,promoter,NKIRAS1__promoter
cg08873008,CNOT8,promoter,CNOT8__promoter
cg08873353,FEN1,promoter,FEN1__promoter
cg08873568,ARRDC5,body,ARRDC5__body
cg08873628,KIAA0040,promoter,KIAA0040__promoter
cg08873673,FUT2,promoter,FUT2__promoter
cg08873701,ZNF576,promoter,ZNF576__promoter
cg08873709,SPNS2,promoter,SPNS2__promoter
cg08873779,RNF166,promoter,RNF166__promoter
cg08873940,CTU1,body,CTU1__body
cg08874035,KIAA1598,promoter,KIAA1598__promoter
cg08874171,HDGF2,promoter,HDGF2__promoter
cg08874430,FDFT1,promoter,FDFT1__promoter
cg08874471,AKT2,promoter,AKT2__promoter
cg08874512,IGLON5,body,IGLON5__body
cg08874598,ZNF706,promoter,ZNF706__promoter
cg08874609,MEGF10,promoter,MEGF10__promoter
cg08874645,SLC29A3,body,SLC29A3__body
cg08874747,FAT1,promoter,FAT1__promoter
cg08874974,SRGAP3,body,SRGAP3__body
cg08875180,C17orf51,promoter,C17orf51__promoter
cg08875273,CBFA2T3,body,CBFA2T3__body
cg08875431,TSSC4,promoter,TSSC4__promoter
cg08875503,BTG3,body,BTG3__body
cg08875535,MAP4K4,promoter,MAP4K4__promoter
cg08875884,C17orf53,promoter,C17orf53__promoter
cg08875947,ATXN7,promoter,ATXN7__promoter
cg08875948,GRM1,body,GRM1__body
cg08876009,ADAMTS2,body,ADAMTS2__body
cg08876103,MACF1,body,MACF1__body
cg08876274,PRDM16,body,PRDM16__body
cg08876370,DCI,body,DCI__body
cg08876403,LEPREL1,promoter,LEPREL1__promoter
cg08876434,RASSF10,promoter,RASSF10__promoter
cg08876437,RUNX3,body,RUNX3__body
cg08876441,FAM5C,promoter,FAM5C__promoter
cg08876470,GCDH,body,GCDH__body
cg08876479,ZNF248,promoter,ZNF248__promoter
cg08876481,LARP4B,body,LARP4B__body
cg08876490,EHD4,promoter,EHD4__promoter
cg08876508,RASL10B,body,RASL10B__body
cg08876518,CMIP,promoter,CMIP__promoter
cg08876662,DHDDS,promoter,DHDDS__promoter
cg08876665,PTGR1,promoter,PTGR1__promoter
cg08876826,FXYD7,promoter,FXYD7__promoter
cg08876899,ZMYM1,promoter,ZMYM1__promoter
cg08876912,LOC729082,promoter,LOC729082__promoter
cg08876932,PHOX2A,promoter,PHOX2A__promoter
cg08877142,NFKBIL2,body,NFKBIL2__body
cg08877148,PRICKLE2,body,PRICKLE2__body
cg08877188,OSTalpha,promoter,OSTalpha__promoter
cg08877257,MAZ,body,MAZ__body
cg08877293,FOSL1,promoter,FOSL1__promoter
cg08877374,FABP3,promoter,FABP3__promoter
cg08877512,ABAT,body,ABAT__body
cg08877617,SLC12A4,promoter,SLC12A4__promoter
cg08877624,CHRAC1,promoter,CHRAC1__promoter
cg08878177,NKAIN4,body,NKAIN4__body
cg08878263,SLC9A5,body,SLC9A5__body
cg08878304,FBXO7,promoter,FBXO7__promoter
cg08878352,PPP1R11,promoter,PPP1R11__promoter
cg08878360,LOC729991-MEF2B,promoter,LOC729991-MEF2B__promoter
cg08878368,SALL1,promoter,SALL1__promoter
cg08878450,OSCP1,promoter,OSCP1__promoter
cg08878662,LMNB2,body,LMNB2__body
cg08878757,KIAA0182,body,KIAA0182__body
cg08878802,FGF11,promoter,FGF11__promoter
cg08878967,NFKB2,body,NFKB2__body
cg08879099,FLOT1,body,FLOT1__body
cg08879111,IL1R2,promoter,IL1R2__promoter
cg08879172,ALKBH6,promoter,ALKBH6__promoter
cg08879241,FAM149B1,promoter,FAM149B1__promoter
cg08879373,BUD13,promoter,BUD13__promoter
cg08879403,LOC400752,promoter,LOC400752__promoter
cg08879559,SPARC,promoter,SPARC__promoter
cg08879684,C13orf18,promoter,C13orf18__promoter
cg08880054,PSMB9,promoter,PSMB9__promoter
cg08880153,MAP1A,promoter,MAP1A__promoter
cg08880369,IFT140,body,IFT140__body
cg08880486,ARSG,promoter,ARSG__promoter
cg08880538,RALGAPB,promoter,RALGAPB__promoter
cg08880817,TXNDC5,promoter,TXNDC5__promoter
cg08880849,HSPB9,promoter,HSPB9__promoter
cg08880904,LRIG1,body,LRIG1__body
cg08881019,LMNA,body,LMNA__body
cg08881614,VPRBP,promoter,VPRBP__promoter
cg08881680,SESN3,promoter,SESN3__promoter
cg08881796,VPS53,promoter,VPS53__promoter
cg08882099,PDSS2,body,PDSS2__body
cg08882216,EPHB6,promoter,EPHB6__promoter
cg08882250,CAPRIN1,body,CAPRIN1__body
cg08882271,IPO11,promoter,IPO11__promoter
cg08882278,ZNF423,body,ZNF423__body
cg08882472,DST,body,DST__body
cg08882612,PRDM16,body,PRDM16__body
cg08882707,C3orf77,promoter,C3orf77__promoter
cg08882738,TRIM34,promoter,TRIM34__promoter
cg08882774,SH2B1,promoter,SH2B1__promoter
cg08882882,KIAA1009,promoter,KIAA1009__promoter
cg08882904,NACC1,promoter,NACC1__promoter
cg08883066,SYT6,promoter,SYT6__promoter
cg08883074,VPS39,body,VPS39__body
cg08883078,KIAA1310,body,KIAA1310__body
cg08883223,LHX9,body,LHX9__body
cg08883485,NAV1,body,NAV1__body
cg08883696,CXADRP2,body,CXADRP2__body
cg08883853,CYP2W1,body,CYP2W1__body
cg08883955,RSL1D1,body,RSL1D1__body
cg08883995,MGMT,body,MGMT__body
cg08884094,PGAM5,promoter,PGAM5__promoter
cg08884193,PRPF8,body,PRPF8__body
cg08884209,HEXB,promoter,HEXB__promoter
cg08884368,NME2,promoter,NME2__promoter
cg08884395,ESR1,promoter,ESR1__promoter
cg08884420,LOC100329108,promoter,LOC100329108__promoter
cg08884490,SHANK3,body,SHANK3__body
cg08884539,TSPAN9,body,TSPAN9__body
cg08884571,PPP1R13L,body,PPP1R13L__body
cg08884588,CSMD2,body,CSMD2__body
cg08884591,SCGB2A2,promoter,SCGB2A2__promoter
cg08884624,MYCNOS,promoter,MYCNOS__promoter
cg08884669,CORO2B,body,CORO2B__body
cg08884752,SKI,body,SKI__body
cg08884928,YPEL2,body,YPEL2__body
cg08884932,UBE2J2,body,UBE2J2__body
cg08885100,MTFMT,promoter,MTFMT__promoter
cg08885114,ERICH1,body,ERICH1__body
cg08885224,EYA4,promoter,EYA4__promoter
cg08885381,TNPO1,body,TNPO1__body
cg08885409,CUEDC1,promoter,CUEDC1__promoter
cg08885449,C3orf31,promoter,C3orf31__promoter
cg08885556,SPEG,body,SPEG__body
cg08885647,GRAMD2,body,GRAMD2__body
cg08885659,BAT3,promoter,BAT3__promoter
cg08885854,DNM3,body,DNM3__body
cg08886036,TTLL10,body,TTLL10__body
cg08886046,LOC389033,body,LOC389033__body
cg08886063,VPS53,body,VPS53__body
cg08886154,PAX4,promoter,PAX4__promoter
cg08886301,KIF26B,body,KIF26B__body
cg08886482,TMEM201,promoter,TMEM201__promoter
cg08886546,HOMER3,promoter,HOMER3__promoter
cg08886651,TBX1,promoter,TBX1__promoter
cg08886711,COL2A1,promoter,COL2A1__promoter
cg08886727,C17orf93,promoter,C17orf93__promoter
cg08886760,ZHX2,promoter,ZHX2__promoter
cg08886790,ACOXL,body,ACOXL__body
cg08886823,ESRP2,promoter,ESRP2__promoter
cg08886880,ACCN2,body,ACCN2__body
cg08886973,LOC441177,promoter,LOC441177__promoter
cg08887028,KIF26B,body,KIF26B__body
cg08887093,GBE1,body,GBE1__body
cg08887114,C1orf26,body,C1orf26__body
cg08887137,DCTN6,promoter,DCTN6__promoter
cg08887146,ZNF331,promoter,ZNF331__promoter
cg08887185,RNF2,promoter,RNF2__promoter
cg08887356,PARP16,promoter,PARP16__promoter
cg08887400,KIAA1949,promoter,KIAA1949__promoter
cg08887425,FDX1,promoter,FDX1__promoter
cg08887483,HAP1,promoter,HAP1__promoter
cg08887961,RHOBTB1,promoter,RHOBTB1__promoter
cg08888178,MIER2,promoter,MIER2__promoter
cg08888203,C3orf24,promoter,C3orf24__promoter
cg08888354,ZNF570,promoter,ZNF570__promoter
cg08888410,ZSCAN10,body,ZSCAN10__body
cg08888412,DHX38,promoter,DHX38__promoter
cg08888439,MSH5,promoter,MSH5__promoter
cg08888491,ZCCHC3,promoter,ZCCHC3__promoter
cg08888553,C16orf91,promoter,C16orf91__promoter
cg08888916,SCN4B,promoter,SCN4B__promoter
cg08888956,NTS,promoter,NTS__promoter
cg08888968,ABCB5,promoter,ABCB5__promoter
cg08889044,SERHL2,promoter,SERHL2__promoter
cg08889347,ATP13A4,body,ATP13A4__body
cg08889373,ACOT7,promoter,ACOT7__promoter
cg08889551,RFWD2,promoter,RFWD2__promoter
cg08889585,DFFB,promoter,DFFB__promoter
cg08889776,ZFAND3,body,ZFAND3__body
cg08889797,ZIC4,body,ZIC4__body
cg08889843,SBK2,promoter,SBK2__promoter
cg08889930,MCM2,body,MCM2__body
cg08889949,P4HTM,promoter,P4HTM__promoter
cg08890043,CHKB-CPT1B,promoter,CHKB-CPT1B__promoter
cg08890084,FAF1,promoter,FAF1__promoter
cg08890097,CAMTA1,body,CAMTA1__body
